match_id,tournament_event_id,match_num,date,surface,indoor,round,best_of,winner_id,winner_country_id,winner_seed,winner_entry,winner_rank,winner_rank_points,winner_elo_rating,winner_next_elo_rating,winner_age,winner_height,loser_id,loser_country_id,loser_seed,loser_entry,loser_rank,loser_rank_points,loser_elo_rating,loser_next_elo_rating,loser_age,loser_height,score,outcome,w_sets,l_sets,w_games,l_games,w_tbs,l_tbs,has_stats,match_id,set,minutes,w_ace,w_df,w_sv_pt,w_1st_in,w_1st_won,w_2nd_won,w_sv_gms,w_bp_sv,w_bp_fc,l_ace,l_df,l_sv_pt,l_1st_in,l_1st_won,l_2nd_won,l_sv_gms,l_bp_sv,l_bp_fc
170427,4087,284,1/01/2018,H,f,R32,3,5349,AUS,0,WC,128,436,0,0,28.550308,183,5159,CAN,0,Q,137,404,0,0,29.546886,180,7-6(4) 6-0,0,2,0,12,6,1,0,t,170427,0,95,8,0,57,37,27,17,9,1,1,1,1,74,43,24,17,9,7,10
170514,4090,287,8/01/2018,H,f,R16,3,11547,RUS,0,0,48,1030,0,0,21.634497,198,4654,URU,6,0,33,1370,0,0,32.019165,180,6-2 7-6(4),0,2,0,12,8,1,0,t,170514,0,71,10,2,57,37,28,13,10,1,2,3,0,61,34,24,11,10,1,4
171074,4105,295,26/02/2018,H,f,QF,3,5216,ARG,6,0,9,2745,0,0,29.42642,198,6219,AUT,3,0,6,3810,0,0,24.481861,185,6-2 7-6(7),0,2,0,12,8,1,0,t,171074,0,102,8,3,68,47,38,8,10,2,3,9,5,75,49,35,8,10,3,6
170851,4098,275,5/02/2018,H,t,R32,3,4311,ITA,0,0,77,686,0,0,33.95756,190,4022,RUS,0,0,92,604,0,0,35.6167,183,6-3 6-4,0,2,0,12,7,0,0,t,170851,0,73,4,2,57,30,25,17,10,4,4,6,1,50,34,23,10,9,3,5
171218,4108,286,5/03/2018,H,f,R16,3,4259,GER,31,0,37,1290,0,0,34.384666,178,5718,FRA,0,0,93,610,0,0,26.965092,188,6-4 7-6(1),0,2,0,12,10,1,0,t,171218,0,89,3,0,68,54,40,8,11,3,4,6,6,60,43,32,9,11,1,3
170977,4102,287,19/02/2018,H,f,R16,3,11176,KOR,8,0,30,1472,0,0,21.754963,0,5009,CRO,0,Q,303,161,0,0,30.417522,193,6-4 7-6(4),0,2,0,12,10,1,0,t,170977,0,113,1,4,70,37,26,18,11,4,8,5,8,89,59,36,9,11,11,16
170519,4090,292,8/01/2018,H,f,R16,3,4894,NED,0,0,43,1130,0,0,30.759754,190,5034,SVK,0,LL,90,605,0,0,30.182068,185,7-6(4) 6-3,0,2,0,12,9,1,0,t,170519,0,84,9,1,73,47,37,13,11,1,2,6,2,63,37,27,15,10,0,2
171223,4108,291,5/03/2018,H,f,R16,3,6418,CRO,0,0,49,1026,0,0,21.303217,188,26006,USA,0,0,74,714,0,0,20.350445,193,6-2 6-7(6) 6-4,0,2,1,18,12,0,1,t,171223,0,131,9,1,81,57,45,15,15,1,3,5,3,93,49,38,19,15,4,9
170789,4095,10802,3/02/2018,H,f,RR,3,5614,ZIM,0,0,502,67,0,0,27.397673,0,17199,TUR,0,0,260,196,0,0,22.442163,0,6-4 7-5,0,2,0,13,9,0,0,t,170789,0,94,1,4,65,36,27,13,11,0,2,2,1,62,28,18,17,11,0,4
170512,4090,284,8/01/2018,H,f,R32,3,5367,GER,0,0,65,782,0,0,28.4846,185,5058,USA,0,Q,135,429,0,0,30.02601,175,6-3 4-6 6-3,0,2,1,16,12,0,0,t,170512,0,104,2,3,91,56,38,18,14,0,3,2,2,80,47,26,20,14,4,9
